,date,text,hashtags
6796,Sun Mar 18 17:13:05 +0000 2018,Le ministre de la Cohésion des territoires irrite le gouvernement https://t.co/FeP4LYh5FR via @Valeurs,
6798,Sun Mar 18 17:13:04 +0000 2018,"@MMorlaix @BalasGuillaume Comme bcp chez EnMarche &amp; je ne crois pas du tout à la non privatisation de la SNCF, c'est ce qu'ils feront quand les anciens seront partis
La privatisation c'est simplement pour ne plus avoir de fonctionnaires &amp; de grèves
Pourtant tout le monde y perdra
https://t.co/r0CcWTTyw5",
6799,Sun Mar 18 17:13:03 +0000 2018,"Vladimir Poutine prêt à être sacré, l'opposition dénonce des fraudes https://t.co/Iiv45JIXvm https://t.co/iPUTJo8o87",
6805,Sun Mar 18 17:13:00 +0000 2018,"Devant « Un continent derrière Poutine ? » sur #France5 Documentaire instructif d’ @AnneNivat @fabricepierrot #TonyCasabianca Au plus près du peuple #russe qui se livre sur sa vie, ses espérances, ses points de vue. https://t.co/NnPicH0A3V",['France5']
6806,Sun Mar 18 06:38:08 +0000 2018,"Salon du livre. Macron ignore le stand russe. Mme Soljenytsine est choquée. Comme si Tolstoi, Dostoiewski etc n'existaient pas. Très petit",
6809,Sun Mar 18 17:12:58 +0000 2018,"Mariani, Aliot... ces pro-Poutine invités par Moscou en tant qu'«observateurs» - Le Figaro https://t.co/nt2prwQQy8 https://t.co/rDDGxByukh",
6812,Sun Mar 18 17:12:56 +0000 2018,Élection législative partielle sous tension à Mayotte https://t.co/epGM59RYki,
6813,Sun Mar 18 17:12:56 +0000 2018,"Les décès de #Givenchy et #Hawking, la victoire de #Merkel, l'affaire #Skripal, la grève #SNCF, ... : (re)découvrez les #actus de la semaine.
https://t.co/L82smSngED","['Givenchy', 'Hawking', 'Merkel', 'Skripal', 'SNCF']"
6820,Wed Mar 14 18:25:14 +0000 2018,"Nouveau statut pour la SNCF, statut différent pour les cheminots nouvellement embauchés, ouverture à la concurrence : certes, mais en quoi tout cela va régler les problèmes graves auxquels le rail français est confronté à commencer par l’état des lignes ?",
6821,Sat Mar 17 11:55:18 +0000 2018,@chechabal @CGT Vous vous trompez  je baigne dans la sncf depuis que je suis petit . Fils et frère de cheminots. Et ce qui me dégoute ce n est pas le syndicalisme puisque je le suis moi même ...c est le gâchis de cette société . Faire grève pour avoir du fret sur les tailles au lieu de la route,
6822,Sun Mar 18 17:12:52 +0000 2018,GREVE SNCF 2018 : ILLEGITIME IMMOBILISME. Réveillons-nous ! https://t.co/opLUdFDmc2 via @mesopinions_com,
6824,Sun Mar 18 08:49:13 +0000 2018,Peut-être mais pas pour casser leur conditions de travail mettez vous a leurs places et on verra votre réaction voyer la casse en 2005 à la poste maintenant c'est :tu fais ce que je dis ou tu pointe à pôle emploi #jesoutienslescheminots https://t.co/AjBZLHacOz,
6825,Sat Mar 17 20:48:13 +0000 2018,65% des Français sont pour la réforme de la SNCF https://t.co/3WusjzHkha,
6826,Sun Mar 18 17:12:52 +0000 2018,@MarteauOlivier @BernardREYNAU11 @SNCF La Révolution des Lumières  puissance de l'argent vols confiscations exécutions. @EmmanuelMacron mission régalienne s'efface devant l'argent qui octroyant ce statut mortel permis d'unir PCF CGT au récit de la Résistance Libération Epuration vols nationalisations exécutions,
6828,Thu Mar 15 20:14:11 +0000 2018,Le message est clair ! @lesRepublicains https://t.co/2JO6f2AIMX,
6832,Sun Mar 18 17:13:37 +0000 2018,Comme d'habitude ! https://t.co/JE179Ss9Si,
6835,Sun Mar 18 17:13:37 +0000 2018,@adia66 Belle solidarité ds la famille!! Vous qui galèrez dès le 15 du mois selon vos dire et qui soutenez un gouvernement pro-milliardaires...,
6836,Sun Mar 18 17:13:35 +0000 2018,Incendie au grand marché de madina: le gouvernement sort un communiqué https://t.co/lZdWCAk8cN,
6837,Sun Mar 18 14:46:22 +0000 2018,"Un petit effort...

#Macron #SNCF #cheminots #grevesncf #navigo https://t.co/b3IRT1z3Cs","['Macron', 'SNCF', 'cheminots', 'grevesncf', 'navigo']"
6844,Sun Mar 18 17:13:32 +0000 2018,@franceinfo «La Russie est une grande démocratie»_ Gérard Depardieu,
6847,Sun Mar 18 17:13:30 +0000 2018,Doc Jean-No® : «Ingérence directe» : l'Ukraine empêche les Russes... https://t.co/T8VgZEFB9a,
6848,Sun Mar 18 17:13:30 +0000 2018,"@ddmangold99 @Veleta64 @XDraiiz76 Propagande. La théorie du réchauffement climatique causé par l'homme est un bobard cosmopolite promu par la superclasse mondiale pour aboutir au gouvernement planétaire. Complot monté par Maurice Strong, homme-lige de David Rockfeller, et entretenu par le GIEC.",
6851,Sun Mar 18 17:13:29 +0000 2018,Et les écrivains russes contestataires aussi https://t.co/Rg6qnK5hH3,
6852,Sun Mar 18 12:12:43 +0000 2018,"Bruno Le Maire et Emmanuel Macron qui boycotte le stand des écrivains russes @Salondulivre : ""Le président russe a parfaitement reçu le message"" #Poutine
#Questionspol https://t.co/1gMETLnTZi",
6860,Sun Mar 18 17:13:25 +0000 2018,"Accusations de fraude en Russie: les images surréalistes partagées par Alexeï Navalny, l'opposant n°1 à Poutine https://t.co/qA1uksm5ee",
6864,Sun Mar 18 17:13:21 +0000 2018,« Nous savons qu’avec la Russie nous devons mélanger une relation extrement ferme et le maintient du dialogue en permanence. ». @franceinfo,
6865,Sun Mar 18 17:13:21 +0000 2018,"Bruno Le Maire annonce des privatisations importantes, sans préciser lesquelles....  https://t.co/XLLPI8alB9 via @franceinfo",
6866,Sun Mar 18 17:13:21 +0000 2018,#SNCF plus de #grève si plus d’#ordonnances. Drôle de conception de la négociation de la part de @BrunoLeMaire qui passe en force et s’étonne de l réaction!,"['SNCF', 'grève', 'ordonnances']"
6870,Sun Mar 18 17:13:20 +0000 2018,L'unanimité du constat du mépris du gouvernement pour ses souffre douleurs est pourtant là https://t.co/juLjX0N9a1,
6871,Sun Mar 18 17:01:33 +0000 2018,"En un sens, cela tombe bien: nous ne croyons pas à Buzyn. https://t.co/LgJgioi7xQ",
6872,Sun Mar 18 17:13:20 +0000 2018,"Aujourd’hui Mayotte, demain la Métropole !

Agissons ensemble contre le laxisme de nos gouvernants ou les conséquences ne seront que plus graves pour notre pays ! 
#SoutienAuxMahorais https://t.co/D7GLpgHiSi",
6873,Sun Mar 18 17:13:20 +0000 2018,"Nos compatriotes Mahorais abandonnés par le gouvernement face à une submersion migratoire immense et clandestine de surcroît. 
Pour le @FNJ_officiel c’est : 
⛔️ NON au déferlement
⛔️ NON au droit du sol
 
#Mayotte https://t.co/iAxjMVs7oS",
6877,Sun Mar 18 15:01:35 +0000 2018,"« C'est une réaction datée », cette façon élégante de dire que si tu ne te laisses pas faire, tu es sur la voie obscure du communisme. https://t.co/ZOmkDoQX5X",
6879,Thu Mar 15 08:45:28 +0000 2018,Avec un 4ème sujet qui est de simplifier la politique d'incitation. https://t.co/ur02FJvrSy,
6880,Thu Mar 15 08:41:15 +0000 2018,"#Solaire : @SebLecornu va lancer ""un groupe de travail pour repérer le foncier disponible, se lancer dans l’#autoconsommation et réfléchir au thermo-solaire""

#énergie #Renouvelables #Hulot 

Cc @Richard_Loyen @Apex_Energies @ENERPLAN 

https://t.co/l3RMR2TxDt https://t.co/ToOmq7tnji",['Solaire']
6884,Sun Mar 18 17:13:17 +0000 2018,Il s’agit de plus de 100 millions de votants quelques milliers ne pèsent pas lourd. En France plusieurs députés ont vu leur élection annulée souvent pour fraude. Les MacronLeaks à la veille du premier tour étaient sur le même registre https://t.co/AejvKDWBQZ,
6886,Sat Mar 17 11:25:29 +0000 2018,"#SNCF : Macron est soumis à la Commission européenne ! 

(L'intervention en entier : https://t.co/xvHVPxvzzG) https://t.co/IaZu9VV9Ue",['SNCF']
6887,Sun Mar 18 17:13:17 +0000 2018,"@Gjpvernant à la place de chloroforme il faut le truc des russes, ça marche mieux...",
6893,Sun Mar 18 09:58:19 +0000 2018,"Plusieurs heures avant la fin du scrutin, les médias à la botte annoncent que le Président #Poutine a été triomphalement réélu Tsar de toutes les magouilles avec 104,67% des voix.",['Poutine']
6894,Sat Mar 17 20:22:20 +0000 2018,"«Le gvt veut passer en force Il est en train de ns tester Il veut cette épreuve Car il sait que s’il la gagne, ls dernières résistances seront abattues Derrière il y aura ls salariés de l’audiovisuel, ls intermittents, ls retraites Tt le monde va en pâtir» https://t.co/ZCWrKwV1H8",
6896,Sun Mar 18 17:14:01 +0000 2018,"@OlivierPicot2 @lerwa_des_reves @fdg_helenefr @mediapart @LeMediaTV @GenerationsMvt @EmmanuelMacron @benoithamon @Hamon C'est une stratégie récurrente. Gauche divisée ? C'est la faute de Mélenchon. Hollande signe pour la stratégie russe suite aux attentats ? Les bombes à Alep, c'est la faute de Mélenchon. Des ""surfacturations"" ? Chez Mélenchon qui fait la campagne la plus longue et dépense moins.",
6897,Sun Mar 18 17:14:00 +0000 2018,Bruno Le Maire dans le viseur d'Edouard Philippe ? - https://t.co/MTDjSua1VM #GoogleAlerts,['GoogleAlerts']
6899,Sun Mar 18 17:13:58 +0000 2018,"Taux de participation au scrutin présidentiel en #Russie de 59,5% c’est faible!",['Russie']
6903,Sat Mar 17 16:23:30 +0000 2018,#Corbyn a raison ... On a déjà vu de fausses preuves fabriquées pour déclencher une guerre. A ce stade on fait preuve de prudence et on attend des preuves concrètes avant de se lancer dans des supputations dangereuses pour la paix https://t.co/fJYgLEtXPw,['Corbyn']
6907,Sun Mar 18 14:16:35 +0000 2018,#grevesncf transport gratuit pour tous. C est ca qui va faire reagir le gouvernement.,['grevesncf']
6909,Sun Mar 18 17:13:53 +0000 2018,"Poutine, entre réélection et couronnement https://t.co/NysnntIBLt via @lp_lapresse",
6911,Sun Mar 18 17:13:53 +0000 2018,"Kering sous enquête fiscale, dit Bruno Le Maire - https://t.co/LvrlvpXI5W #GoogleAlerts",['GoogleAlerts']
6914,Sun Mar 18 17:13:52 +0000 2018,Le gouvernement va autoriser Pôle emploi à sanctionner les chômeurs peu actifs dans leurs recherches https://t.co/0IWDDCqQAI,
6917,Sun Mar 18 17:13:52 +0000 2018,Élection présidentielle en Russie: des électeurs à poils et à réaction dans les bureaux de vote https://t.co/IaL50fHkOF,
6922,Sun Mar 18 17:13:50 +0000 2018,"@Linformatrice Les mots n'ont pas les mêmes valeurs, les mêmes significations selon celui auquel ils s'appliquent. Poutine est un dictateur qui veut un 4ème mandat, Merkel est un génie politique",
6924,Sun Mar 18 09:01:13 +0000 2018,Tiens tiens tiens ... un copain de promo de @JRochedy ils ont fait les mêmes Hautes études en sciences politiques ! C’est mot pour mot le même tweet de #Debilosphere #Fachosphère #ResisTeamFR @ResisTeamFR https://t.co/eH1pomFZmb,
6926,Sun Mar 18 17:13:48 +0000 2018,de façon humoristique les Russes en appellent à Hercule Poirot pour résoudre l’énigme de Salisbury @BFMTV @CNEWS @LCI @franceinfoplus https://t.co/9R9NXqVDFh,
6929,Sun Mar 18 17:13:47 +0000 2018,"@_BloodyRabbits_ Ah mois que Joshua ne sois devenu russe récemment
Joshua tu as voté pour Poutine ou pas aux élections ?",
6935,Sun Mar 18 17:13:46 +0000 2018,"Bruno Le Maire et la grève de la SNCF : ""Nous tiendrons"" - https://t.co/7pxyxpL4ap #GoogleAlerts",['GoogleAlerts']
6940,Sun Mar 18 17:13:43 +0000 2018,Tout à fait d'accord. Mais vous n'êtes pas Russe  https://t.co/pIxZLkwxTM,
6943,Sun Mar 18 17:13:43 +0000 2018,"Il y a une belle andouille qui commente le documentaire sur France 5, ""Un continent derrière Poutine ?"" et se plie en 4 pour trouver des  anti-Poutine. Elle ressasse le mot ""propagande"" sitôt que les  interviewés évoquent leur mieux vivre depuis 20 ans.",
6945,Sat Mar 17 10:18:37 +0000 2018,Quand les bobos parisiens font de la politique en banlieue ça donne ça ! #deconectéedesrealités  https://t.co/LDKK0EJHcJ,['deconectéedesrealités']
6946,Fri Mar 16 19:11:27 +0000 2018, Les informés @franceinfo  #SNCF le calendrier de grèves permettra peut être de trouver des moyens de transports alternatifs. https://t.co/a5tU6xoczx,['SNCF']
6947,Sun Mar 18 17:13:41 +0000 2018,Je peux comprendre que ce changement de statut vous embête mais je trouve ça honteux de faire chier des millions de voyageurs pendant 36 jours pour vos intérêts personnels  #SNCF #grevesncf,
6951,Sun Mar 18 17:13:39 +0000 2018,Élection présidentielle en Russie: la carte des milliers de fraudes constatées lors du vote https://t.co/eV4DZF0Ezq,
6952,Sun Mar 18 11:32:03 +0000 2018,"@njee26 @AndjelkaPe @YvesPDB @depaz_elisabeth Et de plus, les Russes sont nationalistes!",
6955,Sun Mar 18 17:14:29 +0000 2018,SNCF https://t.co/seKvdvRv9S,
6956,Sun Mar 18 17:12:54 +0000 2018,"Prochainement dans vos gares !
#NewCostume https://t.co/Jh4LVwFMNL",['NewCostume']
6957,Sat Mar 17 00:45:34 +0000 2018,"Faites attention ! 
Ils sont peut-être derrière vous, chez vous, dans  votre placard ou même sous votre lit ! 
Qui ? Mais les russes bien sûr !...  
Certains les voient désormais partout !",
6959,Sun Mar 18 17:14:27 +0000 2018,Il suffit de ne pas acheter de billet !! https://t.co/DcMKvxHAw1,
6960,Sun Mar 18 13:58:12 +0000 2018,"Si les cheminots veulent faire chier le gouvernement et leur direction faites plutôt les billets gratuits pour tous au lieu de bloquer la France alors qu’on a rien demandé ! S’ils faisaient ça, ce sera populaire et le gouvernement ne pourrait pas tenir plusieurs jours! #grevesncf",
6962,Sun Mar 18 17:14:26 +0000 2018,Allez bien vous faire enculer la sncf vous me devez un demi loyer bande de fils de putes,
6963,Sun Mar 18 14:40:47 +0000 2018,"La France muette face à ces persécutions, la France infidèle à sa vocation séculaire de défenseur des chrétiens d'Orient.
Mais qu'attendre d'un gouvernement de francs-maçons, plus prompt à promouvoir la GPA et PMA, qu'à défendre les chrétiens victimes d'un génocide  ! https://t.co/NxouilB4bA",
6965,Sun Mar 18 17:14:24 +0000 2018,Poutine fermement condamné par la vague de froid venue de Russie : les relations sont gelées entre Paris et Moscou.#alertemeteo,['alertemeteo']
6971,Sun Mar 18 17:14:21 +0000 2018,"Attention opinion  (!) &gt; Les idiots utiles de la politique française : Mariani, Aliot... ces pro-Poutine invités par Moscou en tant qu‘«observateurs» https://t.co/12FeJyBzbY via @Le_Scan",
6972,Sat Mar 17 06:15:13 +0000 2018,@ZohraBitan @SNCF Quelle tristesse et ils sont presque TOUS comme ça .... Quand la dame député  EN MARCHE  des Hauts de Seine préconise le concours Lépine des déplacements pendant les grèves ...... Comme son patron du dedain .... De la morgue ....,
6973,Sun Mar 18 17:14:21 +0000 2018,"C’est meilleur avec du fromage en crotte que du fromage râpé.

Ah ok, vous parlez de Vladimir Poutine...

Ok bye 
#poutinefacts",['poutinefacts']
6974,Sun Mar 18 17:14:20 +0000 2018,ah lala c'est pas possible je crois que ce gouvernement est le pire de toutes les raiputebliques  confondus :((( https://t.co/2ioNIXQANU,
6975,Sat Mar 17 07:16:09 +0000 2018,On croit rêver..... https://t.co/TtSyMyCLFT,
6976,Sun Mar 18 17:14:20 +0000 2018,"Des élus, des associations et des syndicats appellent le gouvernement à préserver les lignes secondaires de #train - Maire-info / AMF https://t.co/3WRj2c3AG4",['train']
6983,Sun Mar 18 17:14:16 +0000 2018,"#Castaner #sncf Le train entre Marseille et Nice allait bien 25 minutes plus vite en 1970, mais il ne s'arrêtait pratiquement dans aucune gare à la différence d'aujourd'hui. Il veut donc des trains pour les riches et fermer toutes les petites gares. Ignoble !!!","['Castaner', 'sncf']"
6989,Sun Mar 18 17:14:13 +0000 2018,"SNCF : Bruno Le Maire fustige les syndicats qui veulent lancer une grève ""alors que les ... - https://t.co/shtySu9rqh #GoogleAlerts",['GoogleAlerts']
6993,Sun Mar 18 17:14:11 +0000 2018,@franceinfo Et après tes profs te parlent de la Russie comme une démocratie :),
7004,Sun Mar 18 17:14:05 +0000 2018,"@PAPACITOFDP Gérard qui vote à l’ambassade russe, streetcred?",
7005,Sun Mar 18 17:14:04 +0000 2018,devant l’arme russe faut pas parler Chinois,
7008,Sun Mar 18 17:14:04 +0000 2018,"Juste pour montrer la réalité des élections en Russie .
Imaginez-vous reprendre votre bulletin dans urne apres avoir voté. ... 
Et pourtant des twittos idolatrent ce regime qui fraudent, internent et assassinent https://t.co/7voWpQ6KwC",
7009,Sun Mar 18 17:10:12 +0000 2018,Les électeurs récupèrent leur bulletin de vote #Kalouga #Electionrusse2018 https://t.co/lei49GcSqf,"['Kalouga', 'Electionrusse2018']"
7010,Sun Mar 18 17:14:03 +0000 2018,"VIDEO. #SNCF : face à la grève des cheminots, ""oui, nous tiendrons"", assure #BrunoLeMaire https://t.co/vUE3pTIYLq via @franceinfo","['SNCF', 'BrunoLeMaire']"
7015,Sun Mar 18 17:14:52 +0000 2018,"@PAPACITOFDP Gérard qui vote l’ambassade russe, streetcred? https://t.co/DTJjxMDSgm",
7018,Sun Mar 18 17:14:50 +0000 2018,"@un_ouragan @FabienRemblier @bamosadelante @gblardone Je te crois mais aurais-tu un lien pour l’étude de rentabilité du TGV par la SNCF ? Ça me servira quand je devrais argumenter avec ceux qui sont pour la suppression du statut de cheminot. Sinon merci pour tes réponses, c’est bien d’avoir quelqu’un de censé sur l’Etat et la SNCF",
7026,Sat Mar 17 11:54:56 +0000 2018,"Pourquoi on s'emm... à se battre pour de meilleures conditions de travail, des salaires décents et de bonnes retraites quand on peut tout niveler par le bas ? #SNCF #sncfgreve https://t.co/TG77pv2e6r",
7028,Sun Mar 18 17:14:46 +0000 2018,@adia66 @Cha_cha_mimi Poutine les a invité parce qu'il a besoin de ces deux députés pour lui lécher les bottes.,
7030,Sun Mar 18 17:14:46 +0000 2018,"Des élus, des associations et des syndicats appellent le gouvernement à préserver les lignes secondaires de... https://t.co/5kpXoAmY06",
7032,Thu Mar 15 19:08:39 +0000 2018,Les avions russes bombardent les forces djihadistes dans l'Est de Damas https://t.co/SyJfwt4Dy7 via @IntropaJacques,
7033,Sun Mar 18 17:14:45 +0000 2018,"@spades_libre dette historique du chemin de fer quand il était encore en mode ""privé"" car rappelons que la sncf à été créé pour résoudre les problème du à plusieurs ""propriétaire"" du rail se que l'état propose n'est ni plus ni moins qu'un retour en arrière de 80 ans mais sa faut pas le dire :)",
7036,Sun Mar 18 10:41:05 +0000 2018,Mais c'est qui ce #GrosConnard ? Une #HONTE de plus pour l'image de la France qui vient s'ajouter à la longue liste du gouvernement #MacronPiegeACons #ÇaPue  https://t.co/WDSxCroh4C,"['GrosConnard', 'HONTE']"
7037,Sat Mar 17 17:25:08 +0000 2018,"Madame,
Je comprends votre envie de lumière permanente en amalgamant les gens à votre combat au combien digne et que j espère vrai apres jugement de la justice.
Par ailleurs si vous avez encore envie de lumière je vous propose un tour chez Castorama pour acheter une lampe. https://t.co/IiBGqgxYBO",
7038,Sun Mar 18 17:14:43 +0000 2018,"Je trouve que vous vous plaignez bcp de la SNCF. Franchement, vous devriez tous dire « Al hamdoulilah » juste pour ne pas avoir à supporter les trains britanniques mdkgdkfk",
7042,Sun Mar 18 09:08:14 +0000 2018,"A lire, par tous les militants des collectifs d'usagers des transports et par les politiques indépendants des lobbys et de la ""haute"" administration, et par les cheminots.
#SOSusagers 
@jl_roura @D_cence @Dgusting1 @patricia77240 @ACircule @AuroreS77 @CollectifMilon @SCitoyens .. https://t.co/HdgxCYMyFT",
7043,Sat Mar 17 22:39:01 +0000 2018,La dette de la SNCF fait peser une lourde menace sur le gouvernement via @Mediapart https://t.co/hV05rsOUVF,
7049,Sun Mar 18 17:14:39 +0000 2018,sncf de vooos morts,
7050,Sun Mar 18 17:14:38 +0000 2018,Élection en Russie : l'opposition dénonce des irrégularités https://t.co/dZ4105ZLtx,
7053,Sun Mar 18 15:21:07 +0000 2018,Nouvelles images des falsifications en #Russie aujourd’hui. Les bourrages d’urnes classiques sont toujours pratiqués. #RussiaElections2018 https://t.co/omqHotkRI3,['Russie']
7054,Sun Mar 18 15:10:24 +0000 2018,"Никогда такого не было, и вот опять https://t.co/rR1QwrWQ02",
7055,Sun Mar 18 17:14:34 +0000 2018,"Bruno Le Maire assure que le gouvernement ""tiendra"" face au mouvement de la SNCF https://t.co/oreX5dC6Sd",
7060,Sat Mar 17 19:54:01 +0000 2018,"Approuvez vous la politique du #gouvernement envers les retraités ?
#retraite","['gouvernement', 'retraite']"
7063,Sun Mar 18 17:14:31 +0000 2018,@EmmanuelMacron @EPhilippePM  @gouvernementFR   vendus pourris ! https://t.co/iHf4ywQAaB,
7076,Sun Mar 18 10:19:03 +0000 2018,Russie: une cyberattaque de 15 pays vise le réseau informatique de la Commission électorale https://t.co/AHcwePHdmc,
7080,Sun Mar 18 17:15:09 +0000 2018,La Commission électorale russe visée par une cyberattaque https://t.co/i8QNaz71iW,
7082,Sun Mar 18 17:15:08 +0000 2018,Pas de médaille pour les Bleus @ffjudo_officiel aujourd'hui en Russie mais des 5e places pour Stessie Bastareaud et Alexandre Iddir. Les Brésiliennes @noticiascbj étaient 8. Les 8 une font médaille. #Parabens,
7083,Sun Mar 18 17:15:08 +0000 2018,Ce ministre qui commence à agacer le gouvernement sur Orange Actualités https://t.co/0gWn9tohJn,
7085,Fri Mar 16 11:17:31 +0000 2018,"#grevesncf Colère à la vue de ce calendrier des #grèves. Il y a 36 façons de protester, mais NON au chantage des usagers pris en otage. Les #cheminots de la #SNCF ne défendent que LEURS intérêts, pas ceux des travailleurs, ne nous prenez pas pour des imbéciles. https://t.co/MGUJB8jkCd","['grevesncf', 'grèves']"
7086,Sun Mar 18 17:15:07 +0000 2018,Et on critique Poutine et Lepen... Je me marre https://t.co/a6BgpJE5KK,
7087,Sat Mar 17 13:28:35 +0000 2018,"Jean-Christophe Lagarde seul candidat à sa succession à l'UDI ""nous ne devons nos sièges qu'à nous-mêmes""  allié à @lesRepublicains aux précédentes élections, drôle  https://t.co/Zh0Ecwfnvo",
7089,Sun Mar 18 17:15:07 +0000 2018,"Le ministre de l'Economie et des Finances Bruno Le Maire a confirmé dimanche des ""privatisations importantes"" à... https://t.co/WapaPPsB9l",
7093,Sun Mar 18 17:15:06 +0000 2018,"#Greve22mars : "" Des réquisitions du personnel #SNCF peuvent être mises en place sur décision du Gouvernement ""  https://t.co/Iz7tQV1PwG #grevesncf","['Greve22mars', 'SNCF']"
7094,Thu Mar 15 20:01:24 +0000 2018,mars 2017 : Le candidat #Macron en campagne électorale à #Mayotte. https://t.co/s7KNDokSMB,"['Macron', 'Mayotte']"
7098,Wed Mar 14 15:23:25 +0000 2018,"En plus d'être agressif et ordurier, @BelattarYassine est un menteur qui diffame publiquement un journaliste. On peine à croire que le gouvernement le sollicite pour une mission d'intérêt général. https://t.co/eWNvoMKiAj",
7099,Wed Mar 14 15:17:04 +0000 2018,Les allégations de Yassine Belattar sont diffamatoires. https://t.co/z1fw69x7os,
7102,Sun Mar 18 17:15:02 +0000 2018,"""On a bien géré"": les Jeunes avec Macron satisfaits de la politique migratoire controversée du gouvernement https://t.co/9QEfxMDDTs",
7103,Sun Mar 18 17:15:01 +0000 2018,"VIDEOS. Bourrages d'urnes, agressions... Des milliers d'irrégularités dénoncées lors de la présidentielle en Russie 
https://t.co/twlw0jRnER https://t.co/5mJRlUdvOV",
7107,Sun Mar 18 17:15:01 +0000 2018,Mais pour assurer un service public https://t.co/U5rVutjBwp,
7108,Sun Mar 18 11:58:03 +0000 2018,"Bruno Le Maire : ""Il y aura des privatisations. L'Etat n'est pas là pour percevoir des dividendes"" #Questionpol https://t.co/WZhM7AKeFt",['Questionpol']
7109,Sun Mar 18 08:06:36 +0000 2018,"La salle de classe du bidonville de Bandrajou, à #Mayotte Photographiée par @KovacsSt Pas de chaises, ni tables, ni cahiers @FCPE_nationale @LMoyanoFCPE @LaiciteCnal @RemySirvent @octavegreard @SolidLaique https://t.co/7CUdsaOQz7",['Mayotte']
7110,Sun Mar 18 17:15:00 +0000 2018,"La table ronde ""Alexandre #Soljenitsyne: écrivain, penseur, home public"" dédiée à la 100ème anniversaire de la naissance du lauréat russe du Prix Nobel, se tiendra le 19 mars a.c. de 14h00 à 17h00 au siège de l'#UNESCO à Paris (7, place de Fontenoy 75007 Paris, salle IX). https://t.co/SKQoomYDjg",['Soljenitsyne']
7111,Sun Mar 18 17:15:00 +0000 2018,@MiAldon Comptons sur la réponse collective à donner à ce gouvernement. #Mai2018 on en a marre d’être pris pour des cons par la #LREM,"['Mai2018', 'LREM']"
7112,Sun Mar 18 13:38:11 +0000 2018,Ils  semblent  que les  turcs  soient les meilleurs  soldats …Ils  ne tuent  que les  islamistes  et  terroristes  alors que Bachar  ou les russes  tuent des victimes  innocentes !!!  On  gobe ?  https://t.co/mHhXKv1Xep,
7113,Sun Mar 18 13:06:38 +0000 2018,"L’armée turc et les islamistes de EI ont pris le contrôle de la ville d'Afrine ville tenu par les résistants du PKK qui combattent Etat Islamique dans le nord-ouest de la Syrie, après deux mois de combats l’armée turc prépare un génocide contre les kurdes. https://t.co/k9BLwIIMC1",
7115,Sun Mar 18 10:52:32 +0000 2018,"Etre homosexuel en #Russie, via BFM  https://t.co/eTjMc8PcVW",['Russie']
7123,Sun Mar 18 17:14:57 +0000 2018,"Vous avez de ces âmes, pro-Russes, qui vous disent "" Poutine, il a fait le ménage!"". Rectification, il s'est débarrassé de ceux qui le gênaient dans sa quête du pouvoir absolu...ou du moins qui ne lui ont pas fait allégeance.",
7127,Sat Mar 17 17:15:08 +0000 2018,"[Vidéos] Pourquoi lutter contre la réforme de la SNCF ?
5▸https://t.co/cdhHrEifRA
4▸https://t.co/k2Ql6qOobN
3▸https://t.co/heJeQN9FvK
2▸https://t.co/mfXl6tzHcD
1▸https://t.co/WcrOjCZWph
#SNCF #reformeSNCF #Cheminots #AvecLesCheminots https://t.co/RyTqBAQeiY",
7129,Sat Mar 17 10:32:34 +0000 2018,"@ZohraBitan @SNCF Bonjour la galère en perspective !  On savait Miss @celinecalvez, parachutée, et donc hors sol à Clichy- Levallois, maintenant on sait, qu'en plus, elle ne vit pas du tout dans la même dimension que nous...",
7131,Sun Mar 18 17:14:53 +0000 2018,@cheikhtnd Pays pauvre? Raison pour le gouvernement de mettre l'argent danses priorités. Trouvez normal que les enseignants soient en grève en 2018 pour des engagements pris par le gouvernement en 2014?,
7132,Sun Mar 18 17:15:38 +0000 2018,"« le gouvernement a été très clair, nous ne pouvons plus gérer les finances publiques comme nous l’avons fait jusqu’à présent. » @franceinfo",
7133,Sun Mar 18 17:15:37 +0000 2018,"Poutine aurait monté en épingle une histoire de travail fictif avec la  complicité des juges, parachevée par le cadeau de trois costards pourris  offerts par un avocat véreux, c'est très grave. https://t.co/2LacPNDyHu",
7135,Sun Mar 18 17:15:37 +0000 2018,⭐️ #Actualité • Pourquoi les Russes votent-ils plus activement en 2018 qu’en 2012?: Le taux… https://t.co/5M1XHe0VtI,['Actualité']
7139,Sun Mar 18 17:15:35 +0000 2018,@lapin_maurice @allonsbon2018 Il est occupe le pauvre poutine https://t.co/9w4df6riUF,
7140,Sun Mar 18 17:15:34 +0000 2018,@eliot_meredith @Patriote03 Ils préférèrent parler de Poutine,
7141,Sat Mar 17 08:06:29 +0000 2018,"@ZohraBitan @SNCF Facteur Aggravant, ...Céline Calvez ressemble à Nathalie Kosusko Morizet 
ÉLUE DES HAUTS DE SEINE, ses électeurs vont apprécier la marche à pied",
7147,Sun Mar 18 17:15:32 +0000 2018,"Vladimir Poutine va être réélu parce que son bilan, en 19 ans, est exceptionnel",
7150,Sun Mar 18 17:15:31 +0000 2018,"Bruno Le Maire : ""Nous tiendrons"" face à la grève de la SNCF - https://t.co/Z0OkRQKFen #GoogleAlerts",['GoogleAlerts']
